phase,label,overrides,program,result,commits,cycles,ipc,redirects,icache_hit,icache_miss,dcache_hit,dcache_miss,study_geomean,big6_geomean
OAT,OAT/MSHR_WAITERS=2,"{""MSHR_WAITERS"": 2}",mem_stream,PASS,98568,165076,0.597107,146,32977,3,32737,32,0.522264,0.539857
OAT,OAT/MSHR_WAITERS=2,"{""MSHR_WAITERS"": 2}",mix_bench,PASS,47269,114854,0.411557,6132,22546,4,8176,16,0.522264,0.539857
OAT,OAT/MSHR_WAITERS=4,"{""MSHR_WAITERS"": 4}",branch,PASS,8200,19154,0.428109,540,3612,3,0,0,0.522264,0.539857
OAT,OAT/MSHR_WAITERS=4,"{""MSHR_WAITERS"": 4}",custom_riscv,PASS,12906,26151,0.493518,48,5194,8,5133,26,0.522264,0.539857
OAT,OAT/MSHR_WAITERS=4,"{""MSHR_WAITERS"": 4}",riscv_mem,PASS,8950,16579,0.539840,61,3294,9,3197,26,0.522264,0.539857
OAT,OAT/MSHR_WAITERS=4,"{""MSHR_WAITERS"": 4}",ilp_loop,PASS,40969,61562,0.665492,12,12299,3,0,0,0.522264,0.539857
OAT,OAT/MSHR_WAITERS=4,"{""MSHR_WAITERS"": 4}",matmul8,PASS,7780,13693,0.568174,85,2715,5,1065,24,0.522264,0.539857
OAT,OAT/MSHR_WAITERS=4,"{""MSHR_WAITERS"": 4}",mem_stream,PASS,98568,165076,0.597107,146,32977,3,32737,32,0.522264,0.539857
OAT,OAT/MSHR_WAITERS=4,"{""MSHR_WAITERS"": 4}",mix_bench,PASS,47269,114854,0.411557,6132,22546,4,8176,16,0.522264,0.539857
OAT,OAT/MSHR_WAITERS=8,"{""MSHR_WAITERS"": 8}",branch,PASS,8200,19154,0.428109,540,3612,3,0,0,0.522264,0.539857
OAT,OAT/MSHR_WAITERS=8,"{""MSHR_WAITERS"": 8}",custom_riscv,PASS,12906,26151,0.493518,48,5194,8,5133,26,0.522264,0.539857
OAT,OAT/MSHR_WAITERS=8,"{""MSHR_WAITERS"": 8}",riscv_mem,PASS,8950,16579,0.539840,61,3294,9,3197,26,0.522264,0.539857
OAT,OAT/MSHR_WAITERS=8,"{""MSHR_WAITERS"": 8}",ilp_loop,PASS,40969,61562,0.665492,12,12299,3,0,0,0.522264,0.539857
OAT,OAT/MSHR_WAITERS=8,"{""MSHR_WAITERS"": 8}",matmul8,PASS,7780,13693,0.568174,85,2715,5,1065,24,0.522264,0.539857
OAT,OAT/MSHR_WAITERS=8,"{""MSHR_WAITERS"": 8}",mem_stream,PASS,98568,165076,0.597107,146,32977,3,32737,32,0.522264,0.539857
OAT,OAT/MSHR_WAITERS=8,"{""MSHR_WAITERS"": 8}",mix_bench,PASS,47269,114854,0.411557,6132,22546,4,8176,16,0.522264,0.539857
OAT,OAT/DRAM_LAT_CYCLES=5,"{""DRAM_LAT_CYCLES"": 5}",branch,PASS,8200,19144,0.428333,540,3613,3,0,0,0.522746,0.540392
OAT,OAT/DRAM_LAT_CYCLES=5,"{""DRAM_LAT_CYCLES"": 5}",custom_riscv,PASS,12906,26111,0.494274,48,5194,8,5109,26,0.522746,0.540392
OAT,OAT/DRAM_LAT_CYCLES=5,"{""DRAM_LAT_CYCLES"": 5}",riscv_mem,PASS,8950,16549,0.540818,61,3294,9,3209,26,0.522746,0.540392
OAT,OAT/DRAM_LAT_CYCLES=5,"{""DRAM_LAT_CYCLES"": 5}",ilp_loop,PASS,40969,61552,0.665600,12,12299,3,0,0,0.522746,0.540392
OAT,OAT/DRAM_LAT_CYCLES=5,"{""DRAM_LAT_CYCLES"": 5}",matmul8,PASS,7780,13673,0.569005,85,2715,5,1065,24,0.522746,0.540392
OAT,OAT/DRAM_LAT_CYCLES=5,"{""DRAM_LAT_CYCLES"": 5}",mem_stream,PASS,98568,165066,0.597143,146,32977,3,32706,32,0.522746,0.540392
OAT,OAT/DRAM_LAT_CYCLES=5,"{""DRAM_LAT_CYCLES"": 5}",mix_bench,PASS,47269,114749,0.411934,6117,22531,4,8176,16,0.522746,0.540392
OAT,OAT/DRAM_LAT_CYCLES=10,"{""DRAM_LAT_CYCLES"": 10}",branch,PASS,8200,19154,0.428109,540,3612,3,0,0,0.522264,0.539857
OAT,OAT/DRAM_LAT_CYCLES=10,"{""DRAM_LAT_CYCLES"": 10}",custom_riscv,PASS,12906,26151,0.493518,48,5194,8,5133,26,0.522264,0.539857
OAT,OAT/DRAM_LAT_CYCLES=10,"{""DRAM_LAT_CYCLES"": 10}",riscv_mem,PASS,8950,16579,0.539840,61,3294,9,3197,26,0.522264,0.539857
OAT,OAT/DRAM_LAT_CYCLES=10,"{""DRAM_LAT_CYCLES"": 10}",ilp_loop,PASS,40969,61562,0.665492,12,12299,3,0,0,0.522264,0.539857
OAT,OAT/DRAM_LAT_CYCLES=10,"{""DRAM_LAT_CYCLES"": 10}",matmul8,PASS,7780,13693,0.568174,85,2715,5,1065,24,0.522264,0.539857
OAT,OAT/DRAM_LAT_CYCLES=10,"{""DRAM_LAT_CYCLES"": 10}",mem_stream,PASS,98568,165076,0.597107,146,32977,3,32737,32,0.522264,0.539857
OAT,OAT/DRAM_LAT_CYCLES=10,"{""DRAM_LAT_CYCLES"": 10}",mix_bench,PASS,47269,114854,0.411557,6132,22546,4,8176,16,0.522264,0.539857
OAT,OAT/DRAM_LAT_CYCLES=20,"{""DRAM_LAT_CYCLES"": 20}",branch,PASS,8200,19174,0.427662,540,3612,3,0,0,0.513882,0.533109
OAT,OAT/DRAM_LAT_CYCLES=20,"{""DRAM_LAT_CYCLES"": 20}",custom_riscv,PASS,12906,26324,0.490275,48,5206,8,5132,26,0.513882,0.533109
OAT,OAT/DRAM_LAT_CYCLES=20,"{""DRAM_LAT_CYCLES"": 20}",riscv_mem,PASS,8950,16639,0.537893,61,3291,9,3163,26,0.513882,0.533109
OAT,OAT/DRAM_LAT_CYCLES=20,"{""DRAM_LAT_CYCLES"": 20}",ilp_loop,PASS,40969,61582,0.665276,12,12298,3,0,0,0.513882,0.533109
OAT,OAT/DRAM_LAT_CYCLES=20,"{""DRAM_LAT_CYCLES"": 20}",matmul8,TIMEOUT,,,,,,,,,0.513882,0.533109
OAT,OAT/DRAM_LAT_CYCLES=20,"{""DRAM_LAT_CYCLES"": 20}",mem_stream,PASS,98568,165239,0.596518,145,32987,3,32737,32,0.513882,0.533109
OAT,OAT/DRAM_LAT_CYCLES=20,"{""DRAM_LAT_CYCLES"": 20}",mix_bench,PASS,47269,114884,0.411450,6132,22546,4,8176,16,0.513882,0.533109
OAT,OAT/DRAM_LAT_CYCLES=40,"{""DRAM_LAT_CYCLES"": 40}",branch,PASS,8200,19214,0.426772,540,3610,3,0,0,0.517867,0.534838
OAT,OAT/DRAM_LAT_CYCLES=40,"{""DRAM_LAT_CYCLES"": 40}",custom_riscv,PASS,12906,26944,0.478993,48,5206,8,5132,26,0.517867,0.534838
OAT,OAT/DRAM_LAT_CYCLES=40,"{""DRAM_LAT_CYCLES"": 40}",riscv_mem,PASS,8950,16759,0.534041,61,3288,9,3099,26,0.517867,0.534838
OAT,OAT/DRAM_LAT_CYCLES=40,"{""DRAM_LAT_CYCLES"": 40}",ilp_loop,PASS,40969,61622,0.664844,12,12298,3,0,0,0.517867,0.534838
OAT,OAT/DRAM_LAT_CYCLES=40,"{""DRAM_LAT_CYCLES"": 40}",matmul8,PASS,7780,13813,0.563238,85,2715,5,1057,24,0.517867,0.534838
OAT,OAT/DRAM_LAT_CYCLES=40,"{""DRAM_LAT_CYCLES"": 40}",mem_stream,PASS,98568,165885,0.594195,146,32988,3,32737,32,0.517867,0.534838
OAT,OAT/DRAM_LAT_CYCLES=40,"{""DRAM_LAT_CYCLES"": 40}",mix_bench,PASS,47269,114944,0.411235,6132,22545,4,8176,16,0.517867,0.534838
ASCENT,ASCENT/r1_CACHE_LINE_BYTES=64,"{""CACHE_LINE_BYTES"": 64}",branch,PASS,8200,19154,0.428109,540,3614,2,0,0,0.544648,0.571515
ASCENT,ASCENT/r1_CACHE_LINE_BYTES=64,"{""CACHE_LINE_BYTES"": 64}",custom_riscv,TIMEOUT,,,,,,,,,0.544648,0.571515
ASCENT,ASCENT/r1_CACHE_LINE_BYTES=64,"{""CACHE_LINE_BYTES"": 64}",riscv_mem,PASS,8950,13674,0.654527,61,2710,5,3159,13,0.544648,0.571515
ASCENT,ASCENT/r1_CACHE_LINE_BYTES=64,"{""CACHE_LINE_BYTES"": 64}",ilp_loop,PASS,40969,61540,0.665730,12,12300,2,0,0,0.544648,0.571515
ASCENT,ASCENT/r1_CACHE_LINE_BYTES=64,"{""CACHE_LINE_BYTES"": 64}",matmul8,PASS,7780,13671,0.569088,85,2717,3,1077,12,0.544648,0.571515
ASCENT,ASCENT/r1_CACHE_LINE_BYTES=64,"{""CACHE_LINE_BYTES"": 64}",mem_stream,PASS,98568,165065,0.597147,146,32978,2,32753,16,0.544648,0.571515
ASCENT,ASCENT/r1_CACHE_LINE_BYTES=64,"{""CACHE_LINE_BYTES"": 64}",mix_bench,PASS,47269,114795,0.411769,6124,22540,2,8184,8,0.544648,0.571515
ASCENT,ASCENT/r1_MUL_STAGES=2,"{""MUL_STAGES"": 2}",branch,PASS,8200,19154,0.428109,540,3612,3,0,0,0.530375,0.549652
ASCENT,ASCENT/r1_MUL_STAGES=2,"{""MUL_STAGES"": 2}",custom_riscv,PASS,12906,26151,0.493518,48,5194,8,5133,26,0.530375,0.549652
ASCENT,ASCENT/r1_MUL_STAGES=2,"{""MUL_STAGES"": 2}",riscv_mem,PASS,8950,16579,0.539840,61,3294,9,3197,26,0.530375,0.549652
ASCENT,ASCENT/r1_MUL_STAGES=2,"{""MUL_STAGES"": 2}",ilp_loop,PASS,40969,61562,0.665492,12,12299,3,0,0,0.530375,0.549652
ASCENT,ASCENT/r1_MUL_STAGES=2,"{""MUL_STAGES"": 2}",matmul8,PASS,7780,13693,0.568174,85,2715,5,1065,24,0.530375,0.549652
ASCENT,ASCENT/r1_MUL_STAGES=2,"{""MUL_STAGES"": 2}",mem_stream,PASS,98568,165076,0.597107,146,32977,3,32737,32,0.530375,0.549652
ASCENT,ASCENT/r1_MUL_STAGES=2,"{""MUL_STAGES"": 2}",mix_bench,PASS,47269,103108,0.458442,4153,20599,4,8176,16,0.530375,0.549652
ASCENT,ASCENT/r1_MUL_STAGES=3,{},branch,PASS,8200,19154,0.428109,540,3612,3,0,0,0.522264,0.539857
ASCENT,ASCENT/r1_MUL_STAGES=3,{},custom_riscv,PASS,12906,26151,0.493518,48,5194,8,5133,26,0.522264,0.539857
ASCENT,ASCENT/r1_MUL_STAGES=3,{},riscv_mem,PASS,8950,16579,0.539840,61,3294,9,3197,26,0.522264,0.539857
ASCENT,ASCENT/r1_MUL_STAGES=3,{},ilp_loop,PASS,40969,61562,0.665492,12,12299,3,0,0,0.522264,0.539857
ASCENT,ASCENT/r1_MUL_STAGES=3,{},matmul8,PASS,7780,13693,0.568174,85,2715,5,1065,24,0.522264,0.539857
ASCENT,ASCENT/r1_MUL_STAGES=3,{},mem_stream,PASS,98568,165076,0.597107,146,32977,3,32737,32,0.522264,0.539857
ASCENT,ASCENT/r1_MUL_STAGES=3,{},mix_bench,PASS,47269,114854,0.411557,6132,22546,4,8176,16,0.522264,0.539857
ASCENT,ASCENT/r1_PHT_SIZE=256,"{""MUL_STAGES"": 2, ""PHT_SIZE"": 256}",branch,PASS,8200,19137,0.428489,537,3609,3,0,0,0.530909,0.550216
ASCENT,ASCENT/r1_PHT_SIZE=256,"{""MUL_STAGES"": 2, ""PHT_SIZE"": 256}",custom_riscv,PASS,12906,26091,0.494653,38,5184,8,5133,26,0.530909,0.550216
ASCENT,ASCENT/r1_PHT_SIZE=256,"{""MUL_STAGES"": 2, ""PHT_SIZE"": 256}",riscv_mem,PASS,8950,16531,0.541407,51,3284,9,3196,26,0.530909,0.550216
ASCENT,ASCENT/r1_PHT_SIZE=256,"{""MUL_STAGES"": 2, ""PHT_SIZE"": 256}",ilp_loop,PASS,40969,61548,0.665643,10,12297,3,0,0,0.530909,0.550216
ASCENT,ASCENT/r1_PHT_SIZE=256,"{""MUL_STAGES"": 2, ""PHT_SIZE"": 256}",matmul8,PASS,7780,13681,0.568672,82,2712,5,1065,24,0.530909,0.550216
ASCENT,ASCENT/r1_PHT_SIZE=256,"{""MUL_STAGES"": 2, ""PHT_SIZE"": 256}",mem_stream,PASS,98568,165058,0.597172,143,32974,3,32737,32,0.530909,0.550216
ASCENT,ASCENT/r1_PHT_SIZE=256,"{""MUL_STAGES"": 2, ""PHT_SIZE"": 256}",mix_bench,PASS,47269,103134,0.458326,4152,20598,4,8176,16,0.530909,0.550216
ASCENT,ASCENT/r1_PHT_SIZE=512,"{""MUL_STAGES"": 2, ""PHT_SIZE"": 512}",branch,PASS,8200,19142,0.428377,538,3610,3,0,0,0.530657,0.549936
ASCENT,ASCENT/r1_PHT_SIZE=512,"{""MUL_STAGES"": 2, ""PHT_SIZE"": 512}",custom_riscv,PASS,12906,26121,0.494085,43,5189,8,5133,26,0.530657,0.549936
ASCENT,ASCENT/r1_PHT_SIZE=512,"{""MUL_STAGES"": 2, ""PHT_SIZE"": 512}",riscv_mem,PASS,8950,16555,0.540622,56,3289,9,3197,26,0.530657,0.549936
ASCENT,ASCENT/r1_PHT_SIZE=512,"{""MUL_STAGES"": 2, ""PHT_SIZE"": 512}",ilp_loop,PASS,40969,61555,0.665567,11,12298,3,0,0,0.530657,0.549936
ASCENT,ASCENT/r1_PHT_SIZE=512,"{""MUL_STAGES"": 2, ""PHT_SIZE"": 512}",matmul8,PASS,7780,13689,0.568340,84,2714,5,1065,24,0.530657,0.549936
ASCENT,ASCENT/r1_PHT_SIZE=512,"{""MUL_STAGES"": 2, ""PHT_SIZE"": 512}",mem_stream,PASS,98568,165070,0.597128,145,32976,3,32737,32,0.530657,0.549936
ASCENT,ASCENT/r1_PHT_SIZE=512,"{""MUL_STAGES"": 2, ""PHT_SIZE"": 512}",mix_bench,PASS,47269,103102,0.458468,4152,20598,4,8176,16,0.530657,0.549936
ASCENT,ASCENT/r1_PHT_SIZE=1024,"{""MUL_STAGES"": 2}",branch,PASS,8200,19154,0.428109,540,3612,3,0,0,0.530375,0.549652
ASCENT,ASCENT/r1_PHT_SIZE=1024,"{""MUL_STAGES"": 2}",custom_riscv,PASS,12906,26151,0.493518,48,5194,8,5133,26,0.530375,0.549652
ASCENT,ASCENT/r1_PHT_SIZE=1024,"{""MUL_STAGES"": 2}",riscv_mem,PASS,8950,16579,0.539840,61,3294,9,3197,26,0.530375,0.549652
ASCENT,ASCENT/r1_PHT_SIZE=1024,"{""MUL_STAGES"": 2}",ilp_loop,PASS,40969,61562,0.665492,12,12299,3,0,0,0.530375,0.549652
ASCENT,ASCENT/r1_PHT_SIZE=1024,"{""MUL_STAGES"": 2}",matmul8,PASS,7780,13693,0.568174,85,2715,5,1065,24,0.530375,0.549652
ASCENT,ASCENT/r1_PHT_SIZE=1024,"{""MUL_STAGES"": 2}",mem_stream,PASS,98568,165076,0.597107,146,32977,3,32737,32,0.530375,0.549652
ASCENT,ASCENT/r1_PHT_SIZE=1024,"{""MUL_STAGES"": 2}",mix_bench,PASS,47269,103108,0.458442,4153,20599,4,8176,16,0.530375,0.549652
ASCENT,ASCENT/r1_NUM_ALU=3,"{""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256}",branch,PASS,8200,19136,0.428512,537,3609,3,0,0,0.530926,0.550231
ASCENT,ASCENT/r1_NUM_ALU=3,"{""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256}",custom_riscv,PASS,12906,26091,0.494653,38,5184,8,5133,26,0.530926,0.550231
ASCENT,ASCENT/r1_NUM_ALU=3,"{""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256}",riscv_mem,PASS,8950,16531,0.541407,51,3284,9,3196,26,0.530926,0.550231
ASCENT,ASCENT/r1_NUM_ALU=3,"{""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256}",ilp_loop,PASS,40969,61538,0.665751,10,12297,3,0,0,0.530926,0.550231
ASCENT,ASCENT/r1_NUM_ALU=3,"{""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256}",matmul8,PASS,7780,13681,0.568672,82,2712,5,1065,24,0.530926,0.550231
ASCENT,ASCENT/r1_NUM_ALU=3,"{""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256}",mem_stream,PASS,98568,165058,0.597172,143,32974,3,32737,32,0.530926,0.550231
ASCENT,ASCENT/r1_NUM_ALU=3,"{""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256}",mix_bench,PASS,47269,103134,0.458326,4152,20598,4,8176,16,0.530926,0.550231
ASCENT,ASCENT/r1_NUM_ALU=4,"{""MUL_STAGES"": 2, ""NUM_ALU"": 4, ""PHT_SIZE"": 256}",branch,PASS,8200,19136,0.428512,537,3609,3,0,0,0.530926,0.550231
ASCENT,ASCENT/r1_NUM_ALU=4,"{""MUL_STAGES"": 2, ""NUM_ALU"": 4, ""PHT_SIZE"": 256}",custom_riscv,PASS,12906,26091,0.494653,38,5184,8,5133,26,0.530926,0.550231
ASCENT,ASCENT/r1_NUM_ALU=4,"{""MUL_STAGES"": 2, ""NUM_ALU"": 4, ""PHT_SIZE"": 256}",riscv_mem,PASS,8950,16531,0.541407,51,3284,9,3196,26,0.530926,0.550231
ASCENT,ASCENT/r1_NUM_ALU=4,"{""MUL_STAGES"": 2, ""NUM_ALU"": 4, ""PHT_SIZE"": 256}",ilp_loop,PASS,40969,61538,0.665751,10,12297,3,0,0,0.530926,0.550231
ASCENT,ASCENT/r1_NUM_ALU=4,"{""MUL_STAGES"": 2, ""NUM_ALU"": 4, ""PHT_SIZE"": 256}",matmul8,PASS,7780,13681,0.568672,82,2712,5,1065,24,0.530926,0.550231
ASCENT,ASCENT/r1_NUM_ALU=4,"{""MUL_STAGES"": 2, ""NUM_ALU"": 4, ""PHT_SIZE"": 256}",mem_stream,PASS,98568,165058,0.597172,143,32974,3,32737,32,0.530926,0.550231
ASCENT,ASCENT/r1_NUM_ALU=4,"{""MUL_STAGES"": 2, ""NUM_ALU"": 4, ""PHT_SIZE"": 256}",mix_bench,PASS,47269,103134,0.458326,4152,20598,4,8176,16,0.530926,0.550231
ASCENT,ASCENT/r1_STORE_BUF_DEPTH=4,"{""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256, ""STORE_BUF_DEPTH"": 4}",branch,PASS,8200,19136,0.428512,537,3609,3,0,0,0.530926,0.550231
ASCENT,ASCENT/r1_STORE_BUF_DEPTH=4,"{""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256, ""STORE_BUF_DEPTH"": 4}",custom_riscv,PASS,12906,26091,0.494653,38,5184,8,5133,26,0.530926,0.550231
ASCENT,ASCENT/r1_STORE_BUF_DEPTH=4,"{""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256, ""STORE_BUF_DEPTH"": 4}",riscv_mem,PASS,8950,16531,0.541407,51,3284,9,3196,26,0.530926,0.550231
ASCENT,ASCENT/r1_STORE_BUF_DEPTH=4,"{""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256, ""STORE_BUF_DEPTH"": 4}",ilp_loop,PASS,40969,61538,0.665751,10,12297,3,0,0,0.530926,0.550231
ASCENT,ASCENT/r1_STORE_BUF_DEPTH=4,"{""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256, ""STORE_BUF_DEPTH"": 4}",matmul8,PASS,7780,13681,0.568672,82,2712,5,1065,24,0.530926,0.550231
ASCENT,ASCENT/r1_STORE_BUF_DEPTH=4,"{""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256, ""STORE_BUF_DEPTH"": 4}",mem_stream,PASS,98568,165058,0.597172,143,32974,3,32737,32,0.530926,0.550231
ASCENT,ASCENT/r1_STORE_BUF_DEPTH=4,"{""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256, ""STORE_BUF_DEPTH"": 4}",mix_bench,PASS,47269,103134,0.458326,4152,20598,4,8176,16,0.530926,0.550231
ASCENT,ASCENT/r1_RS_DEPTH=16,"{""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256, ""RS_DEPTH"": 16}",branch,PASS,8200,19136,0.428512,537,3609,3,0,0,0.530926,0.550231
ASCENT,ASCENT/r1_RS_DEPTH=16,"{""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256, ""RS_DEPTH"": 16}",custom_riscv,PASS,12906,26091,0.494653,38,5184,8,5133,26,0.530926,0.550231
ASCENT,ASCENT/r1_RS_DEPTH=16,"{""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256, ""RS_DEPTH"": 16}",riscv_mem,PASS,8950,16531,0.541407,51,3284,9,3196,26,0.530926,0.550231
ASCENT,ASCENT/r1_RS_DEPTH=16,"{""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256, ""RS_DEPTH"": 16}",ilp_loop,PASS,40969,61538,0.665751,10,12297,3,0,0,0.530926,0.550231
ASCENT,ASCENT/r1_RS_DEPTH=16,"{""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256, ""RS_DEPTH"": 16}",matmul8,PASS,7780,13681,0.568672,82,2712,5,1065,24,0.530926,0.550231
ASCENT,ASCENT/r1_RS_DEPTH=16,"{""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256, ""RS_DEPTH"": 16}",mem_stream,PASS,98568,165058,0.597172,143,32974,3,32737,32,0.530926,0.550231
ASCENT,ASCENT/r1_RS_DEPTH=16,"{""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256, ""RS_DEPTH"": 16}",mix_bench,PASS,47269,103134,0.458326,4152,20598,4,8176,16,0.530926,0.550231
ASCENT,ASCENT/r1_ROB_DEPTH=16,"{""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256, ""ROB_DEPTH"": 16}",branch,PASS,8200,19136,0.428512,537,3609,3,0,0,0.530926,0.550231
ASCENT,ASCENT/r1_ROB_DEPTH=16,"{""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256, ""ROB_DEPTH"": 16}",custom_riscv,PASS,12906,26091,0.494653,38,5184,8,5133,26,0.530926,0.550231
ASCENT,ASCENT/r1_ROB_DEPTH=16,"{""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256, ""ROB_DEPTH"": 16}",riscv_mem,PASS,8950,16531,0.541407,51,3284,9,3196,26,0.530926,0.550231
ASCENT,ASCENT/r1_ROB_DEPTH=16,"{""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256, ""ROB_DEPTH"": 16}",ilp_loop,PASS,40969,61538,0.665751,10,12297,3,0,0,0.530926,0.550231
ASCENT,ASCENT/r1_ROB_DEPTH=16,"{""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256, ""ROB_DEPTH"": 16}",matmul8,PASS,7780,13681,0.568672,82,2712,5,1065,24,0.530926,0.550231
ASCENT,ASCENT/r1_ROB_DEPTH=16,"{""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256, ""ROB_DEPTH"": 16}",mem_stream,PASS,98568,165058,0.597172,143,32974,3,32737,32,0.530926,0.550231
ASCENT,ASCENT/r1_ROB_DEPTH=16,"{""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""PHT_SIZE"": 256, ""ROB_DEPTH"": 16}",mix_bench,PASS,47269,103134,0.458326,4152,20598,4,8176,16,0.530926,0.550231
ASCENT,ASCENT/r1_NUM_MUL=2,"{""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""NUM_MUL"": 2, ""PHT_SIZE"": 256}",branch,PASS,8200,19136,0.428512,537,3609,3,0,0,0.530926,0.550231
ASCENT,ASCENT/r1_NUM_MUL=2,"{""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""NUM_MUL"": 2, ""PHT_SIZE"": 256}",custom_riscv,PASS,12906,26091,0.494653,38,5184,8,5133,26,0.530926,0.550231
ASCENT,ASCENT/r1_NUM_MUL=2,"{""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""NUM_MUL"": 2, ""PHT_SIZE"": 256}",riscv_mem,PASS,8950,16531,0.541407,51,3284,9,3196,26,0.530926,0.550231
ASCENT,ASCENT/r1_NUM_MUL=2,"{""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""NUM_MUL"": 2, ""PHT_SIZE"": 256}",ilp_loop,PASS,40969,61538,0.665751,10,12297,3,0,0,0.530926,0.550231
ASCENT,ASCENT/r1_NUM_MUL=2,"{""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""NUM_MUL"": 2, ""PHT_SIZE"": 256}",matmul8,PASS,7780,13681,0.568672,82,2712,5,1065,24,0.530926,0.550231
ASCENT,ASCENT/r1_NUM_MUL=2,"{""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""NUM_MUL"": 2, ""PHT_SIZE"": 256}",mem_stream,PASS,98568,165058,0.597172,143,32974,3,32737,32,0.530926,0.550231
ASCENT,ASCENT/r1_NUM_MUL=2,"{""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""NUM_MUL"": 2, ""PHT_SIZE"": 256}",mix_bench,PASS,47269,103134,0.458326,4152,20598,4,8176,16,0.530926,0.550231
ASCENT,ASCENT/r1_NUM_LSQ=1,"{""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""NUM_LSQ"": 1, ""PHT_SIZE"": 256}",branch,PASS,8200,19136,0.428512,537,3609,3,0,0,0.530919,0.550224
ASCENT,ASCENT/r1_NUM_LSQ=1,"{""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""NUM_LSQ"": 1, ""PHT_SIZE"": 256}",custom_riscv,PASS,12906,26091,0.494653,38,5184,8,5133,26,0.530919,0.550224
ASCENT,ASCENT/r1_NUM_LSQ=1,"{""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""NUM_LSQ"": 1, ""PHT_SIZE"": 256}",riscv_mem,PASS,8950,16531,0.541407,51,3284,9,3102,26,0.530919,0.550224
ASCENT,ASCENT/r1_NUM_LSQ=1,"{""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""NUM_LSQ"": 1, ""PHT_SIZE"": 256}",ilp_loop,PASS,40969,61538,0.665751,10,12297,3,0,0,0.530919,0.550224
ASCENT,ASCENT/r1_NUM_LSQ=1,"{""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""NUM_LSQ"": 1, ""PHT_SIZE"": 256}",matmul8,PASS,7780,13682,0.568630,82,2712,5,1065,24,0.530919,0.550224
ASCENT,ASCENT/r1_NUM_LSQ=1,"{""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""NUM_LSQ"": 1, ""PHT_SIZE"": 256}",mem_stream,PASS,98568,165059,0.597168,143,32974,3,32737,32,0.530919,0.550224
ASCENT,ASCENT/r1_NUM_LSQ=1,"{""MUL_STAGES"": 2, ""NUM_ALU"": 3, ""NUM_LSQ"": 1, ""PHT_SIZE"": 256}",mix_bench,PASS,47269,103134,0.458326,4152,20598,4,8176,16,0.530919,0.550224
